ID,Pos,Department,Stage,Stage_class,Application_date,App_source,Qualification,Experience,Type,Offer_taken,Conf_Date,Recency,Event
260036,Sr. Customer Service Operations Associate,Operations,New Application,0,13-06-2017,Outsourced,Masters,11,Experienced,Not avaliable,#N/A,--,9
260597,Sr. Business Analyst,IT,New Application,0,20-10-2016,Website,Masters,9,Experienced,Not avaliable,#N/A,--,9
261159,Associate Software Developer,Engineering,In-House Interview,2,08-08-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
261722,Associate Relationship Manager,Sales,In-House Interview,2,11-09-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
262286,Associate Relationship Manager,Sales,New Application,0,15-01-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
262851,Associate Software Developer,Engineering,New Application,0,12-01-2018,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
263417,Associate Relationship Manager,Sales,In-House Interview,2,08-10-2017,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
263984,Associate Product Manager,Product,New Application,0,05-09-2016,Website,Masters,0,Campus,Not avaliable,#N/A,--,9
264552,Associate Relationship Manager,Sales,New Application,0,07-02-2017,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
265121,Associate Relationship Manager,Sales,In-House Interview,2,17-10-2018,Campus Job Board,Masters,3,Campus,Not avaliable,#N/A,--,9
265691,Associate Product Manager,Product,New Application,0,08-09-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
266262,Associate Software Developer,Engineering,New Application,0,05-08-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
266834,Associate Relationship Manager,Sales,New Application,0,09-10-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
267407,Associate Software Developer,Engineering,New Application,0,05-03-2018,Campus Job Board,PhD,2,Campus,Not avaliable,#N/A,--,9
267981,IT Analyst,IT,New Application,0,20-09-2017,Campus Event,PhD,1,Campus,Not avaliable,#N/A,--,9
268556,Associate Relationship Manager,Sales,New Application,0,26-12-2018,Campus Event,Masters,0,Campus,Not avaliable,#N/A,--,9
269709,Associate Product Manager,Product,New Application,0,25-01-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
270287,Associate Product Manager,Product,New Application,0,31-10-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
270866,Associate Relationship Manager,Sales,New Application,0,13-10-2018,Campus Event,Masters,0,Campus,Not avaliable,#N/A,--,9
271446,Business Operations Manager,Operations,New Application,0,04-01-2018,Agency,Bachelors,7,Experienced,Not avaliable,#N/A,--,9
272027,Associate Relationship Manager,Sales,New Application,0,23-02-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
272609,Associate Relationship Manager,Sales,New Application,0,06-11-2018,Website,Masters,1,Campus,Not avaliable,#N/A,--,9
273192,Associate Relationship Manager,Sales,New Application,0,19-09-2018,Campus Event,PhD,2,Campus,Not avaliable,#N/A,--,9
273776,Finance Manager,Finance,In-House Interview,2,08-08-2018,Agency,Bachelors,7,Experienced,Not avaliable,#N/A,--,9
274361,Finance Manager,Finance,In-House Interview,2,11-08-2016,Advertisement,Masters,5,Experienced,Not avaliable,#N/A,--,9
274947,Sr. Product Manager,Product,New Application,0,14-08-2018,Website,Masters,4,Experienced,Not avaliable,#N/A,--,9
275534,Associate Software Developer,Engineering,In-House Interview,2,23-10-2018,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
276122,Associate Software Developer,Engineering,New Application,0,22-10-2017,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
276711,Finance Manager,Finance,New Application,0,30-06-2016,Website,Bachelors,5,Experienced,Not avaliable,#N/A,--,9
277301,Associate Relationship Manager,Sales,New Application,0,20-08-2018,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
277892,Associate Relationship Manager,Sales,New Application,0,02-11-2017,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
278484,Associate Software Developer,Engineering,New Application,0,30-03-2016,Website,PhD,2,Campus,Not avaliable,#N/A,--,9
279077,Associate Software Developer,Engineering,New Application,0,21-10-2017,Campus Event,PhD,2,Campus,Not avaliable,#N/A,--,9
279671,Associate Software Developer,Engineering,New Application,0,09-09-2018,Career Fair,Masters,1,Campus,Not avaliable,#N/A,--,9
280266,Associate Software Developer,Engineering,New Application,0,16-12-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
280862,IT Analyst,IT,New Application,0,29-10-2017,Career Fair,Masters,1,Campus,Not avaliable,#N/A,--,9
281459,Associate Software Developer,Engineering,New Application,0,14-10-2018,Campus Job Board,PhD,3,Campus,Not avaliable,#N/A,--,9
282057,Associate Software Developer,Engineering,New Application,0,02-09-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
282656,Associate Software Developer,Engineering,In-House Interview,2,11-10-2018,Career Fair,PhD,0,Campus,Not avaliable,#N/A,--,9
283256,Associate Relationship Manager,Sales,In-House Interview,2,25-02-2018,Campus Event,Masters,3,Campus,Not avaliable,#N/A,--,9
283857,Associate Relationship Manager,Sales,New Application,0,29-11-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
284459,Associate Product Manager,Product,New Application,0,04-01-2017,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
285062,Associate Product Manager,Product,New Application,0,17-12-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
285666,Associate Relationship Manager,Sales,In-House Interview,2,13-11-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
286271,Associate Software Developer,Engineering,New Application,0,30-10-2016,Career Fair,Masters,0,Campus,Not avaliable,#N/A,--,9
286877,Associate Software Developer,Engineering,New Application,0,24-12-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
287484,Associate Product Manager,Product,New Application,0,02-01-2018,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
288092,Associate Relationship Manager,Sales,In-House Interview,2,04-01-2017,Website,Masters,1,Campus,Not avaliable,#N/A,--,9
288701,Associate Relationship Manager,Sales,In-House Interview,2,05-03-2018,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
289311,Associate Relationship Manager,Sales,New Application,0,04-01-2018,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
289922,Associate Software Developer,Engineering,In-House Interview,2,22-11-2016,Campus Event,PhD,2,Campus,Not avaliable,#N/A,--,9
290534,Associate Relationship Manager,Sales,New Application,0,18-09-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
291147,Finance Manager,Finance,New Application,0,21-05-2017,Agency,Bachelors,5,Experienced,Not avaliable,#N/A,--,9
291761,Sr. Customer Service Operations Associate,Operations,New Application,0,03-05-2018,Outsourced,Bachelors,15,Experienced,Not avaliable,#N/A,--,9
292376,Associate Software Developer,Engineering,New Application,0,15-09-2018,Career Fair,PhD,0,Campus,Not avaliable,#N/A,--,9
292992,Associate Relationship Manager,Sales,New Application,0,31-01-2017,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
293609,Associate Software Developer,Engineering,New Application,0,13-01-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
294227,Associate Software Developer,Engineering,New Application,0,18-01-2016,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
294846,Associate Product Manager,Product,New Application,0,12-11-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
295466,Associate Relationship Manager,Sales,New Application,0,18-11-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
296087,Associate Product Manager,Product,In-House Interview,2,23-11-2018,Campus Job Board,PhD,2,Campus,Not avaliable,#N/A,--,9
296709,Associate Software Developer,Engineering,New Application,0,30-01-2017,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
297332,Associate Software Developer,Engineering,New Application,0,10-01-2017,Advertisement,PhD,2,Campus,Not avaliable,#N/A,--,9
297956,Associate Product Manager,Product,In-House Interview,2,05-11-2018,Campus Job Board,PhD,0,Campus,Not avaliable,#N/A,--,9
298581,Business Operations Manager,Operations,In-House Interview,2,11-12-2017,Agency,Masters,4,Experienced,Not avaliable,#N/A,--,9
299207,Associate Software Developer,Engineering,In-House Interview,2,06-01-2018,Advertisement,PhD,1,Campus,Not avaliable,#N/A,--,9
299834,Associate Software Developer,Engineering,In-House Interview,2,05-10-2016,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
300462,Associate Software Developer,Engineering,New Application,0,16-03-2018,Campus Job Board,PhD,1,Campus,Not avaliable,#N/A,--,9
301091,Account Executive,Sales,New Application,0,17-07-2017,Career Fair,Phd,6,Experienced,Not avaliable,#N/A,--,9
301721,Associate Relationship Manager,Sales,In-House Interview,2,16-08-2018,Career Fair,Masters,3,Campus,Not avaliable,#N/A,--,9
302352,Associate Product Manager,Product,New Application,0,20-01-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
302984,Associate Relationship Manager,Sales,New Application,0,14-10-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
303617,Associate Software Developer,Engineering,New Application,0,25-09-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
304251,Associate Software Developer,Engineering,New Application,0,27-10-2018,Career Fair,Masters,1,Campus,Not avaliable,#N/A,--,9
304886,Associate Relationship Manager,Sales,New Application,0,02-09-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
305522,Account Executive,Sales,New Application,0,04-06-2017,Agency,Phd,4,Experienced,Not avaliable,#N/A,--,9
306159,Account Executive,Sales,New Application,0,03-05-2017,Advertisement,Phd,8,Experienced,Not avaliable,#N/A,--,9
306797,Associate Relationship Manager,Sales,New Application,0,13-11-2018,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
307436,Associate Software Developer,Engineering,In-House Interview,2,03-08-2018,Career Fair,Bachelors,1,Campus,Not avaliable,#N/A,--,9
308076,Associate Software Developer,Engineering,New Application,0,24-02-2016,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
308717,Associate Software Developer,Engineering,In-House Interview,2,21-01-2016,Campus Job Board,PhD,1,Campus,Not avaliable,#N/A,--,9
309359,Associate Relationship Manager,Sales,New Application,0,31-10-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
310002,Associate Relationship Manager,Sales,New Application,0,02-09-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
310646,Sr. Product Manager,Product,New Application,0,28-07-2017,Agency,Bachelors,6,Experienced,Not avaliable,#N/A,--,9
311291,Associate Relationship Manager,Sales,New Application,0,14-09-2017,Career Fair,Masters,1,Campus,Not avaliable,#N/A,--,9
311937,Finance Manager,Finance,New Application,0,03-02-2017,Website,Masters,5,Experienced,Not avaliable,#N/A,--,9
312584,Associate Relationship Manager,Sales,New Application,0,24-02-2018,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
313232,Associate Relationship Manager,Sales,New Application,0,25-01-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
313881,Associate Software Developer,Engineering,New Application,0,20-09-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
314531,Associate Product Manager,Product,New Application,0,28-09-2018,Career Fair,PhD,2,Campus,Not avaliable,#N/A,--,9
315182,Associate Product Manager,Product,New Application,0,27-10-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
315834,Sr. Product Manager,Product,In-House Interview,2,06-10-2017,Agency,Bachelors,6,Experienced,Not avaliable,#N/A,--,9
316487,Associate Relationship Manager,Sales,New Application,0,09-10-2017,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
317141,Associate Software Developer,Engineering,New Application,0,23-09-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
317796,Associate Relationship Manager,Sales,New Application,0,10-09-2017,Career Fair,Masters,1,Campus,Not avaliable,#N/A,--,9
318452,Sr. Software Engineer,Engineering,New Application,0,11-05-2018,Internal Referral,Bachelors,15,Experienced,Not avaliable,#N/A,--,9
319109,Associate Software Developer,Engineering,New Application,0,20-01-2018,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
319767,Associate Relationship Manager,Sales,New Application,0,26-10-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
320426,Associate Product Manager,Product,New Application,0,15-09-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
321086,Associate Software Developer,Engineering,New Application,0,12-11-2018,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
321747,Associate Relationship Manager,Sales,New Application,0,20-01-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
322409,Associate Relationship Manager,Sales,New Application,0,13-09-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
323072,Associate Product Manager,Product,In-House Interview,2,23-12-2018,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
323736,Sr. Product Manager,Product,New Application,0,30-09-2018,Website,Bachelors,3,Experienced,Not avaliable,#N/A,--,9
324401,Associate Relationship Manager,Sales,New Application,0,02-10-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
325067,Associate Relationship Manager,Sales,New Application,0,26-11-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
325734,Associate Relationship Manager,Sales,New Application,0,22-09-2018,Website,Masters,1,Campus,Not avaliable,#N/A,--,9
326402,Associate Relationship Manager,Sales,New Application,0,05-12-2016,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
327071,Associate Software Developer,Engineering,New Application,0,17-12-2017,Campus Event,PhD,3,Campus,Not avaliable,#N/A,--,9
327741,Associate Software Developer,Engineering,New Application,0,04-02-2018,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
328412,Account Executive,Sales,New Application,0,13-06-2018,Website,Masters,7,Experienced,Not avaliable,#N/A,--,9
329084,Sr. Business Analyst,IT,New Application,0,23-05-2016,Career Fair,Bachelors,8,Experienced,Not avaliable,#N/A,--,9
329757,Associate Software Developer,Engineering,New Application,0,28-01-2016,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
330431,Finance Manager,Finance,New Application,0,08-02-2016,Agency,Masters,5,Experienced,Not avaliable,#N/A,--,9
331106,Associate Relationship Manager,Sales,New Application,0,18-10-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
331782,Associate Software Developer,Engineering,In-House Interview,2,11-10-2018,Advertisement,PhD,3,Campus,Not avaliable,#N/A,--,9
332459,Business Operations Manager,Operations,New Application,0,28-07-2016,Career Fair,Bachelors,6,Experienced,Not avaliable,#N/A,--,9
333137,Associate Product Manager,Product,New Application,0,29-09-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
333816,Associate Relationship Manager,Sales,New Application,0,11-10-2018,Website,Masters,0,Campus,Not avaliable,#N/A,--,9
334496,Associate Relationship Manager,Sales,New Application,0,30-11-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
335177,Associate Software Developer,Engineering,New Application,0,21-02-2016,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
335859,Associate Relationship Manager,Sales,New Application,0,14-03-2017,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
336542,Associate Product Manager,Product,New Application,0,25-02-2017,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
337226,UX Designer,Product,In-House Interview,2,27-02-2017,Agency,Masters,8,Experienced,Not avaliable,#N/A,--,9
337911,Sr. Business Analyst,IT,New Application,0,25-04-2016,Website,Bachelors,8,Experienced,Not avaliable,#N/A,--,9
338597,Associate Product Manager,Product,New Application,0,18-02-2017,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
339284,Associate Software Developer,Engineering,New Application,0,25-11-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
339972,Associate Relationship Manager,Sales,New Application,0,07-10-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
340661,Sr. Customer Service Operations Associate,Operations,New Application,0,28-06-2018,Outsourced,Bachelors,12,Experienced,Not avaliable,#N/A,--,9
341351,Associate Software Developer,Engineering,In-House Interview,2,31-10-2017,Campus Event,PhD,1,Campus,Not avaliable,#N/A,--,9
342042,Associate Relationship Manager,Sales,In-House Interview,2,26-12-2018,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
342734,Associate Relationship Manager,Sales,New Application,0,03-10-2016,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
343427,Associate Software Developer,Engineering,New Application,0,11-11-2016,Career Fair,PhD,1,Campus,Not avaliable,#N/A,--,9
344121,Sr. Business Analyst,IT,New Application,0,23-05-2016,Website,Masters,12,Experienced,Not avaliable,#N/A,--,9
344816,Associate Software Developer,Engineering,New Application,0,31-12-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
345512,Associate Software Developer,Engineering,New Application,0,11-10-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
346209,Associate Relationship Manager,Sales,New Application,0,04-01-2016,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
346907,Associate Software Developer,Engineering,In-House Interview,2,01-08-2018,Campus Event,PhD,1,Campus,Not avaliable,#N/A,--,9
347606,Finance Manager,Finance,New Application,0,04-12-2016,Internal Referral,Masters,6,Experienced,Not avaliable,#N/A,--,9
348306,Associate Relationship Manager,Sales,New Application,0,20-03-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
349007,Associate Software Developer,Engineering,New Application,0,19-11-2017,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
349709,Associate Relationship Manager,Sales,New Application,0,01-03-2018,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
350412,Associate Relationship Manager,Sales,New Application,0,02-10-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
351116,Associate Relationship Manager,Sales,New Application,0,19-01-2018,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
351821,Sr. Customer Service Operations Associate,Operations,New Application,0,14-07-2016,Outsourced,Bachelors,11,Experienced,Not avaliable,#N/A,--,9
352527,Associate Relationship Manager,Sales,New Application,0,30-12-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
353234,Associate Software Developer,Engineering,New Application,0,07-09-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
353942,Associate Software Developer,Engineering,New Application,0,30-09-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
354651,Associate Relationship Manager,Sales,New Application,0,21-11-2018,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
355361,Business Operations Manager,Operations,New Application,0,30-09-2018,Agency,Masters,4,Experienced,Not avaliable,#N/A,--,9
356072,Finance Manager,Finance,New Application,0,14-02-2018,Website,Bachelors,5,Experienced,Not avaliable,#N/A,--,9
356784,Associate Relationship Manager,Sales,New Application,0,14-01-2018,Campus Job Board,PhD,2,Campus,Not avaliable,#N/A,--,9
357497,Associate Software Developer,Engineering,New Application,0,18-10-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
358211,Sr. Product Manager,Product,New Application,0,01-07-2018,Advertisement,Masters,4,Experienced,Not avaliable,#N/A,--,9
358926,Associate Relationship Manager,Sales,In-House Interview,2,14-03-2018,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
359642,Associate Relationship Manager,Sales,In-House Interview,2,23-12-2018,Advertisement,Masters,3,Campus,Not avaliable,#N/A,--,9
360359,Associate Software Developer,Engineering,In-House Interview,2,27-10-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
361077,Associate Software Developer,Engineering,In-House Interview,2,12-10-2018,Website,PhD,3,Campus,Not avaliable,#N/A,--,9
361796,Associate Software Developer,Engineering,In-House Interview,2,11-11-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
362516,Associate Product Manager,Product,New Application,0,29-03-2018,Website,Masters,0,Campus,Not avaliable,#N/A,--,9
363237,Associate Relationship Manager,Sales,New Application,0,02-09-2017,Career Fair,Masters,0,Campus,Not avaliable,#N/A,--,9
363959,Associate Software Developer,Engineering,New Application,0,11-10-2018,Campus Event,PhD,1,Campus,Not avaliable,#N/A,--,9
364682,Associate Relationship Manager,Sales,New Application,0,30-10-2018,Advertisement,Masters,0,Campus,Not avaliable,#N/A,--,9
365406,Associate Software Developer,Engineering,New Application,0,22-09-2017,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
366131,Associate Software Developer,Engineering,New Application,0,29-10-2016,Website,PhD,0,Campus,Not avaliable,#N/A,--,9
366857,Associate Relationship Manager,Sales,New Application,0,29-09-2017,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
367584,Associate Relationship Manager,Sales,New Application,0,28-09-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
368312,Associate Relationship Manager,Sales,New Application,0,12-01-2016,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
369041,Account Executive,Sales,New Application,0,01-03-2017,Agency,Phd,8,Experienced,Not avaliable,#N/A,--,9
369771,Associate Relationship Manager,Sales,New Application,0,19-10-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
370502,Associate Software Developer,Engineering,In-House Interview,2,06-08-2018,Campus Event,PhD,2,Campus,Not avaliable,#N/A,--,9
371234,Associate Software Developer,Engineering,New Application,0,15-09-2016,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
371967,Associate Software Developer,Engineering,New Application,0,12-09-2016,Campus Event,PhD,1,Campus,Not avaliable,#N/A,--,9
372701,Sr. Business Analyst,IT,New Application,0,24-08-2017,Advertisement,Masters,8,Experienced,Not avaliable,#N/A,--,9
373436,Associate Software Developer,Engineering,New Application,0,03-11-2016,Website,PhD,2,Campus,Not avaliable,#N/A,--,9
374172,Associate Software Developer,Engineering,New Application,0,04-12-2018,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
374909,Associate Software Developer,Engineering,In-House Interview,2,22-11-2016,Campus Event,PhD,3,Campus,Not avaliable,#N/A,--,9
375647,Associate Relationship Manager,Sales,New Application,0,12-12-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
376386,Associate Software Developer,Engineering,New Application,0,27-11-2016,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
377126,Associate Software Developer,Engineering,In-House Interview,2,15-09-2018,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
377867,Associate Software Developer,Engineering,New Application,0,18-11-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
378609,Sr. Customer Service Operations Associate,Operations,New Application,0,21-04-2018,Outsourced,Masters,14,Experienced,Not avaliable,#N/A,--,9
379352,Finance Manager,Finance,New Application,0,09-05-2018,Agency,Bachelors,6,Experienced,Not avaliable,#N/A,--,9
380096,Associate Relationship Manager,Sales,New Application,0,04-08-2018,Career Fair,Masters,0,Campus,Not avaliable,#N/A,--,9
380841,Associate Relationship Manager,Sales,New Application,0,13-09-2018,Campus Event,Masters,0,Campus,Not avaliable,#N/A,--,9
381587,Associate Product Manager,Product,New Application,0,25-10-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
382334,Associate Relationship Manager,Sales,New Application,0,09-11-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
383082,Sr. Customer Service Operations Associate,Operations,New Application,0,28-06-2017,Outsourced,Bachelors,12,Experienced,Not avaliable,#N/A,--,9
383831,Associate Software Developer,Engineering,New Application,0,30-12-2016,Campus Job Board,PhD,1,Campus,Not avaliable,#N/A,--,9
384581,Finance Manager,Finance,New Application,0,22-07-2017,Website,Bachelors,4,Experienced,Not avaliable,#N/A,--,9
385332,Associate Relationship Manager,Sales,New Application,0,22-01-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
386084,Associate Relationship Manager,Sales,New Application,0,22-12-2018,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
386837,Associate Software Developer,Engineering,New Application,0,13-02-2018,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
387591,Associate Product Manager,Product,New Application,0,24-12-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
388346,Sr. Business Analyst,IT,New Application,0,14-03-2017,Website,Bachelors,8,Experienced,Not avaliable,#N/A,--,9
389102,Sr. Software Engineer,Engineering,New Application,0,04-02-2018,Agency,Bachelors,13,Experienced,Not avaliable,#N/A,--,9
389859,Finance Manager,Finance,New Application,0,01-03-2018,Agency,Bachelors,7,Experienced,Not avaliable,#N/A,--,9
390617,Associate Software Developer,Engineering,New Application,0,06-09-2017,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
391376,Associate Relationship Manager,Sales,New Application,0,22-09-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
392136,Associate Relationship Manager,Sales,New Application,0,01-03-2018,Campus Job Board,Masters,0,Campus,Not avaliable,#N/A,--,9
392897,Associate Software Developer,Engineering,New Application,0,19-11-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
393659,Associate Relationship Manager,Sales,New Application,0,15-09-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
394422,Business Operations Manager,Operations,New Application,0,13-04-2016,Agency,Masters,4,Experienced,Not avaliable,#N/A,--,9
395186,Associate Relationship Manager,Sales,New Application,0,09-09-2018,Website,Bachelors,0,Campus,Not avaliable,#N/A,--,9
395951,Associate Software Developer,Engineering,New Application,0,24-10-2016,Career Fair,Bachelors,0,Campus,Not avaliable,#N/A,--,9
396717,Associate Relationship Manager,Sales,New Application,0,08-09-2018,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
397484,Associate Software Developer,Engineering,New Application,0,22-02-2017,Campus Job Board,Masters,1,Campus,Not avaliable,#N/A,--,9
398252,Associate Software Developer,Engineering,New Application,0,16-09-2016,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
399021,Associate Product Manager,Product,New Application,0,30-08-2018,Advertisement,Bachelors,0,Campus,Not avaliable,#N/A,--,9
399791,Associate Relationship Manager,Sales,New Application,0,30-10-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
400562,Business Operations Manager,Operations,New Application,0,27-12-2016,Advertisement,Bachelors,8,Experienced,Not avaliable,#N/A,--,9
401334,Sr. Business Analyst,IT,New Application,0,17-04-2016,Internal Referral,Bachelors,15,Experienced,Not avaliable,#N/A,--,9
402107,Associate Software Developer,Engineering,In-House Interview,2,25-10-2016,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
402881,Business Operations Manager,Operations,In-House Interview,2,17-11-2016,Agency,PhD,8,Experienced,Not avaliable,#N/A,--,9
403656,Associate Relationship Manager,Sales,New Application,0,24-10-2017,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
404432,Associate Software Developer,Engineering,New Application,0,19-12-2017,Campus Job Board,Bachelors,0,Campus,Not avaliable,#N/A,--,9
405209,Associate Relationship Manager,Sales,New Application,0,19-10-2018,Campus Event,Masters,0,Campus,Not avaliable,#N/A,--,9
405987,Associate Software Developer,Engineering,New Application,0,15-10-2018,Campus Event,Bachelors,0,Campus,Not avaliable,#N/A,--,9
